precinct,name,street,city,state,zip,geo_longitude,geo_latitude,geo_accuracy,notes,directions
111,Parmer Lane Elementary School,1806 Parmer Ln,Austin,TX,78729,-97.691717,30.414372,house,"Combined precincts 109, 111","From ih 35 north, exit west on parmer lane. polling place is at northwest corner of parmer lane and metric blvd."
110,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161","Located south of east pflugerville pkwy, next to st. elizabeth catholic church, on the northwest corner of the railroad ave and pfenning lane intersection."
161,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161","Located south of east pflugerville pkwy, next to st. elizabeth catholic church, on the northwest corner of the railroad ave and pfenning lane intersection."
109,Parmer Lane Elementary School,1806 Parmer Ln,Austin,TX,78729,-97.691717,30.414372,house,"Combined precincts 109, 111","From ih 35 north, exit west on parmer lane. polling place is at northwest corner of parmer lane and metric blvd."
111,Parmer Lane Elementary School,1806 Parmer Ln,Austin,TX,78729,-97.691717,30.414372,house,"Combined precincts 109, 111","From ih 35 north, exit west on parmer lane. polling place is at northwest corner of parmer lane and metric blvd."
112,Dessau Elementary School,1501 Dessau Ridge Lane,Austin,TX,78753,-97.643937,30.401652,house,,"From ih 35 north, go east on east parmer and north on dessau rd. then go west on dessau ridge lane. school is at the end of the road."
113,Wieland Elementary School,900 Tudor House Road,Pflugerville,TX,78660,-97.639146,30.421144,house,,"Heading north on dessau road, go past howard lane. turn left onto tudor house road."
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
117,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120",North of loyola lane on colony loop drive.
120,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120",North of loyola lane on colony loop drive.
118,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
130,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
151,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
117,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120",North of loyola lane on colony loop drive.
120,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120",North of loyola lane on colony loop drive.
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
122,Ymca East Community Branch,5315 Ed Bluestein Blvd,Austin,TX,78723,-97.662234,30.291849,house,,"From ih-35 n, east on e 51st st to ed bluestein blvd (hwy 183 s). located close to the intersection of e 51st st and ed bluestein. from hwy 290 e, south on ed bluestein blvd (hwy 183 s). located close to the intersection of e 51st st and ed bluestein."
123,Murchison Elementary School,2215 Kelly Lane,Pflugerville,TX,78660,-97.586403,30.468021,house,,"From ih 35 north, east on fm 1325, east on west and east pecan st then north on fm 685 and then east on kelly lane."
124,Carver Public Library/museum,1161 Angelina Street,Austin,TX,78702,-97.724054,30.269872,house,,Head east on 11th street off of i35. turn left at rosewood ave. take a left onto angelina street.
125,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
127,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
154,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
126,David Chapel Portable,2211 East Mlk Jr Blvd,Austin,TX,78702,-97.717494,30.280075,house,,"From ih 35 north, east on martin luther king blvd, located east of chestnut ave."
125,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
127,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
154,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
129,Sims Elementary School,1203 Springdale Road,Austin,TX,78721,-97.685403,30.27941,house,,"From ih 35 north, east on east 12th street, north on sprindale rd -or- from airport blvd, east on east 12th street, north on springdale road."
118,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
130,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
151,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
132,Pecan Springs Elementary School,3100 Rogge Lane,Austin,TX,78723,-97.677104,30.302724,house,,"From hwy 290 east, south on ed bluestein blvd, south on manor rd, south on springdale, west on rogge lane. -or- from ih 35 north, east on 51st st, north on manor road, then east on rogge lane."
133,Blanton Elementary School,5408 Westminster Drive,Austin,TX,78723,-97.690684,30.306761,house,,"From ih 35 north, east on east 51st street, north on berkman dr and then east on greenbrook pkwy to westminster drive."
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134","From ed bluestein blvd, north on springdale road, east on pecan brook drive and then south on lazy creek drive."
135,Dell Children's Medical Center,4900 Mueller Boulevard,Austin,TX,78723,-97.706684,30.303196,house,,East of i 35 from east 51st head south on mueller blvd. dell children's hospital is on the west side of the street.
136,Esd 2 Conference And Education Ctr,203 B East Pecan Street,Pflugerville,TX,78660,-97.619641,30.439137,house,,"From ih 35 north, east on fm 1825, east on pecan st (which was called fm 1825), turn south on railroad ave."
137,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163","East of sh130 on rowe lane, turn south/southeast on speidel drive"
163,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163","East of sh130 on rowe lane, turn south/southeast on speidel drive"
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138",Just south of hornsby-dunlap elementary school.
139,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
141,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
164,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
140,Dobie Middle School,1200 East Rundberg Lane,Austin,TX,78753,-97.679422,30.355064,house,,"From ih 35 north, east on east rundberg lane. located approximate one mile from ih 35 on the north side of east rundberg lane."
139,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
141,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
164,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
142,Travis County Airport Offices,5501 Airport Blvd,Austin,TX,78751,-97.713926,30.316247,house,,On the corner of airport blvd and 53rd 1/2 street.
145,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
148,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
160,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
146,Pflugerville Isd Admin Bldg,1401 West Pecan Street,Pflugerville,TX,78660,-97.636496,30.446463,house,,"From ih 35 north, east on fm 1825. note: fm 1825 turns into west pecan street. the polling place is located on the south side of west pecan street in the pflugerville high school parking lot."
145,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
148,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
160,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
149,Reilly Elementary School,405 Denson Drive,Austin,TX,78752,-97.719719,30.328203,house,,"From ih 35 north, west on hwy 290 east, north on north lamar blvd east on denson dr. -or- from airport blvd, west on denson drive"
150,Brookhollow Elementary School,1200 N Railroad Avenue,Pflugerville,TX,78660,-97.618074,30.452447,house,,"From ih 35 north, east on fm 1825, east on west and east pecan st then north on railroad ave."
118,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
130,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
151,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151",Travel west on northeast drive from manor road. pearce middle school is at the southeast corner of the northeast drive and hampton road intersection.
152,Maplewood Elementary School,3808 Maplewood Avenue,Austin,TX,78722,-97.71443,30.292608,house,,"From ih 35 north, east on east 38 1/2 st to maplewood avenue."
153,Pioneer Crossing Elementary School,11300 Samsung Boulevard,Austin,TX,0,-97.639961,30.362082,house,,Travel south on samsung blvd from the parmer lane and samsung blvd intersection. it is located on the west side of samsung blvd.
125,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
127,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
154,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154",Off of 290 east head north on harris branch. farmhaven road is a right off of harris branch.
156,Virginia Brown Recreation Center,7500 Blessing Avenue,Austin,TX,78758,-97.693114,30.331818,house,,"From ih 35 north, east on hwy 183, and then south on blessing avenue."
145,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
148,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
160,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160","Just off of pecan, west of the high school."
110,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161","Located south of east pflugerville pkwy, next to st. elizabeth catholic church, on the northwest corner of the railroad ave and pfenning lane intersection."
161,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161","Located south of east pflugerville pkwy, next to st. elizabeth catholic church, on the northwest corner of the railroad ave and pfenning lane intersection."
137,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163","East of sh130 on rowe lane, turn south/southeast on speidel drive"
163,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163","East of sh130 on rowe lane, turn south/southeast on speidel drive"
139,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
141,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
164,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164","On the south side of rundberg, east of i 35 across the street from dobie middle school"
200,Winters Building,701 West 51st Street,Austin,TX,78751,-97.730255,30.317507,house,,From i35 exit 51st street and head west. building on the corner of 51st and north lamar.
202,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206","From ih 35 north, west on east 38 1/2 st, south on red river st, west on harris ave to hampton rd."
206,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206","From ih 35 north, west on east 38 1/2 st, south on red river st, west on harris ave to hampton rd."
203,Boulder Ridge Comm. Room,3300 Killingsworth Lane,Pflugerville,TX,78660,-97.605629,30.412595,house,,"From ih 35 north, north on fm 1825, east on pecan st, south on immanuel road, and east on killingsworth road."
205,Camden Huntingdon Apartments,12349 Metric Blvd,Austin,TX,78758,-97.695386,30.410578,house,,"From ih 35 north, west on parmer ln, and then south on metric blvd."
202,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206","From ih 35 north, west on east 38 1/2 st, south on red river st, west on harris ave to hampton rd."
206,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206","From ih 35 north, west on east 38 1/2 st, south on red river st, west on harris ave to hampton rd."
207,Ymca-northwest Branch,5807 Mcneil Drive,Austin,TX,78729,-97.733881,30.445658,house,,"From hwy 183 north, northeast on mcneil drive to just east of parmer lane west."
208,First English Lutheran Church,3001 Whitis Avenue,Austin,TX,78705,-97.738735,30.295319,house,"Combined precincts 208, 274","From ih 35 north, west on e and w 26th st (now dean keeton st) north on san jacinto, then west on west 30th street to whitis, and then north on whitis avenue."
274,First English Lutheran Church,3001 Whitis Avenue,Austin,TX,78705,-97.738735,30.295319,house,"Combined precincts 208, 274","From ih 35 north, west on e and w 26th st (now dean keeton st) north on san jacinto, then west on west 30th street to whitis, and then north on whitis avenue."
209,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
222,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
260,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
