precinct,name,street,city,state,zip,geo_longitude,geo_latitude,geo_accuracy,notes
110,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161"
161,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161"
109,Parmer Lane Elementary School,1806 Parmer Ln,Austin,TX,78729,-97.691717,30.414372,house,"Combined precincts 109, 111"
111,Parmer Lane Elementary School,1806 Parmer Ln,Austin,TX,78729,-97.691717,30.414372,house,"Combined precincts 109, 111"
112,Dessau Elementary School,1501 Dessau Ridge Lane,Austin,TX,78753,-97.643937,30.401652,house,
113,Wieland Elementary School,900 Tudor House Road,Pflugerville,TX,78660,-97.639146,30.421144,house,
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
117,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120"
120,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120"
118,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
130,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
151,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
117,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120"
120,Overton Elementary School,7201 Colony Loop Drive,Austin,TX,0,-97.636549,30.300723,house,"Combined precincts 117, 120"
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
122,Ymca East Community Branch,5315 Ed Bluestein Blvd,Austin,TX,78723,-97.662234,30.291849,house,
123,Murchison Elementary School,2215 Kelly Lane,Pflugerville,TX,78660,-97.586403,30.468021,house,
124,Carver Public Library/museum,1161 Angelina Street,Austin,TX,78702,-97.724054,30.269872,house,
125,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
127,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
154,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
126,David Chapel Portable,2211 East Mlk Jr Blvd,Austin,TX,78702,-97.717494,30.280075,house,
125,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
127,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
154,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
129,Sims Elementary School,1203 Springdale Road,Austin,TX,78721,-97.685403,30.27941,house,
118,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
130,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
151,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
132,Pecan Springs Elementary School,3100 Rogge Lane,Austin,TX,78723,-97.677104,30.302724,house,
133,Blanton Elementary School,5408 Westminster Drive,Austin,TX,78723,-97.690684,30.306761,house,
121,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
128,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
131,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
134,Lbj High School,7309 Lazy Creek Dr,Austin,TX,78732,-97.656677,30.314006,house,"Combined precincts 121, 128, 131, 134"
135,Dell Children's Medical Center,4900 Mueller Boulevard,Austin,TX,78723,-97.706684,30.303196,house,
136,Esd 2 Conference And Education Ctr,203 B East Pecan Street,Pflugerville,TX,78660,-97.619641,30.439137,house,
137,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163"
163,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163"
101,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
114,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
115,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
116,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
119,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
138,Dailey Middle School,14000 Westall Street,Austin,TX,78725,-97.589428,30.242626,house,"Combined precincts 101, 114, 115, 116, 119, 138"
139,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
141,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
164,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
140,Dobie Middle School,1200 East Rundberg Lane,Austin,TX,78753,-97.679422,30.355064,house,
139,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
141,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
164,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
142,Travis County Airport Offices,5501 Airport Blvd,Austin,TX,78751,-97.713926,30.316247,house,
145,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
148,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
160,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
146,Pflugerville Isd Admin Bldg,1401 West Pecan Street,Pflugerville,TX,78660,-97.636496,30.446463,house,
145,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
148,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
160,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
149,Reilly Elementary School,405 Denson Drive,Austin,TX,78752,-97.719719,30.328203,house,
150,Brookhollow Elementary School,1200 N Railroad Avenue,Pflugerville,TX,78660,-97.618074,30.452447,house,
118,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
130,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
151,Pearce Middle School,6401 North Hampton Drive,Austin,TX,78723,-97.680516,30.31345,house,"Combined precincts 118, 130, 151"
152,Maplewood Elementary School,3808 Maplewood Avenue,Austin,TX,78722,-97.71443,30.292608,house,
153,Pioneer Crossing Elementary School,11300 Samsung Boulevard,Austin,TX,0,-97.639961,30.362082,house,
125,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
127,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
154,Bluebonnet Trail Elementary School,11316 Farmhaven Road,Manor,TX,78653,-97.617259,30.352305,house,"Combined precincts 125, 127, 154"
156,Virginia Brown Recreation Center,7500 Blessing Avenue,Austin,TX,78758,-97.693114,30.331818,house,
145,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
148,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
160,County Tax Office-community Ro,15822 Foothill Farms Lp,Pflugerville,TX,78660,-97.774652,30.252729,house,"Combined precincts 145, 148, 160"
110,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161"
161,Park Crest Middle School,1500 North Railroad Ave,Pflugerville,TX,78660,-97.61722,30.45644,house,"Combined precincts 110, 161"
137,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163"
163,Rowe Lane Elementary School,3112 Speidel Drive,Pflugerville,TX,78660,-97.562628,30.477194,house,"Combined precincts 137, 163"
139,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
141,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
164,Gus Garcia Recreation Center,1201 E Rundberg Lane,Austin,TX,78753,-97.681911,30.353028,house,"Combined precincts 139, 141, 164"
200,Winters Building,701 West 51st Street,Austin,TX,78751,-97.730255,30.317507,house,
202,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206"
206,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206"
203,Boulder Ridge Comm. Room,3300 Killingsworth Lane,Pflugerville,TX,78660,-97.605629,30.412595,house,
205,Camden Huntingdon Apartments,12349 Metric Blvd,Austin,TX,78758,-97.695386,30.410578,house,
202,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206"
206,Lee Elementary School,3308 Hampton Road,Austin,TX,78751,-97.727168,30.293145,house,"Combined precincts 202, 206"
207,Ymca-northwest Branch,5807 Mcneil Drive,Austin,TX,78729,-97.733881,30.445658,house,
208,First English Lutheran Church,3001 Whitis Avenue,Austin,TX,78705,-97.738735,30.295319,house,"Combined precincts 208, 274"
274,First English Lutheran Church,3001 Whitis Avenue,Austin,TX,78705,-97.738735,30.295319,house,"Combined precincts 208, 274"
209,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260"
222,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260"
260,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260"
210,O Henry Middle School,2610 West 10th St,Austin,TX,78701,-97.774463,30.285998,house,"Combined precincts 210, 251"
251,O Henry Middle School,2610 West 10th St,Austin,TX,78701,-97.774463,30.285998,house,"Combined precincts 210, 251"
211,Mcbee Elementary School,1001 West Braker Lane,Austin,TX,78758,-97.691095,30.383316,house,"Combined precincts 211, 258"
258,Mcbee Elementary School,1001 West Braker Lane,Austin,TX,78758,-97.691095,30.383316,house,"Combined precincts 211, 258"
212,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221"
221,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221"
213,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
220,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
231,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
214,Bryker Woods Elementary School,3309 Kerbey Lane,Austin,TX,78703,-97.751166,30.305558,house,
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
217,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
223,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
224,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
218,Acc Northridge Campus,11928 Stonehollow Dr,Austin,TX,78758,-97.704205,30.403439,house,
219,Caldwell Elementary School,1718 Picadilly Drive,Pflugerville,TX,78660,-97.655561,30.46767,house,
213,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
220,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
231,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
212,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221"
221,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221"
209,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260"
222,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260"
260,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260"
217,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
223,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
224,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
217,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
223,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
224,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224"
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
226,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227"
227,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227"
226,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227"
227,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227"
228,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267"
254,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267"
267,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267"
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229"
213,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
220,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
231,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231"
232,Canyon Ridge Middle School,12601 Country Trails Lane,Austin,TX,78732,-97.902625,30.364896,house,
233,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234"
234,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234"
233,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234"
234,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234"
235,Mccallum High School,5600 Sunshine Drive,Austin,TX,78756,-97.729247,30.326897,house,
236,Rosedale Elementary School,2117 West 49th Street,Austin,TX,78756,-97.740319,30.320072,house,
237,Highland Park Baptist Church,5206 Balcones Drive,Austin,TX,78731,-97.759293,30.334829,house,
238,Murchison Middle School,3700 North Hills Drive,Austin,TX,78731,-97.758901,30.353768,house,
239,Gullett Elementary School,6310 Treadwell Blvd,Austin,TX,78757,-97.748308,30.343032,house,
240,Highland Park Elementary School,4900 Fairview Drive,Austin,TX,78731,-97.75933,30.330885,house,
241,Brentwood Elementary School,6700 Arroyo Seco,Austin,TX,78757,-97.732583,30.340204,house,
242,Northwest Baptist Church,6301 Woodrow Avenue,Austin,TX,78757,-97.729996,30.334374,house,
243,Ben Hur Shriners Hall,7811 Rockwood Lane,Austin,TX,78757,-97.738057,30.358061,house,
244,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245"
245,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245"
244,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245"
245,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245"
246,Hill Elementary School,8601 Tallwood Drive,Austin,TX,78759,-97.749204,30.376974,house,
247,Doss Elementary School,7005 Northledge Drive,Austin,TX,78731,-97.763757,30.356173,house,
